source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	donor_id	PAM50_subtype	n_donors	tensor_score
Malignant cell	B_memory	COPA	CD74	2.9724083	0.0	2.2564197	0.7795301977661404	1.2987507951071007	0.029603207	0.9160452	0.023774283973212275	0.00015493062313498538	BC17086-12_Tumor	Basal	35	0.999845069376865
Malignant cell	Dendritic_cell	COPA	CD74	2.9454024	0.0	2.23441	0.7607861007380393	0.97611770227418	0.029314455	0.9156675	0.025102257168047818	0.00016389728722046538	BC17086-12_Tumor	Basal	50	0.9998361027127796
Malignant cell	Macrophage	COPA	CD74	2.577287	0.0	1.9344014	0.5052777117178477	0.46897046169220863	0.025378473	0.9099313	0.05116498565487759	0.00030332667273865534	BC17086-12_Tumor	Basal	56	0.9996966733272613
Macrophage	Malignant cell	CD14	ITGB1	0.79653984	0.0	0.44615793	2.5779647132632117	1.442907161169032	0.32916665	0.82911336	2.1350244995374652e-05	0.08220128487783664	BC17086-12_Tumor	Basal	37	0.9177987151221634
Malignant cell	B_memory	PODXL2	SELL	1.0041196	0.0	0.3150824	1.0627468250715304	1.0179515755649011	0.16490422	0.8030453	0.0008520441629732393	0.13864745216753768	BC17086-12_Tumor	Basal	10	0.8613525478324623
Macrophage	Malignant cell	CXCL10	SDC4	1.4077859	0.0	0.2908293	1.3873514015669963	2.4878484711773314	0.06510841	0.796634	0.0027588438572782926	0.167641302748349	BC17086-12_Tumor	Basal	10	0.832358697251651
Malignant cell	Dendritic_cell	MIF	CD74_CXCR4	1.1369336	0.0	0.22210479	0.4935466889426138	0.5543094403445017	0.030772058	0.7739227	0.018981980763048578	0.2881798534717303	BC17086-12_Tumor	Basal	22	0.7118201465282696
Malignant cell	Macrophage	HMGB1	TLR2	0.41023707	0.0	0.061497293	1.9845384214108228	0.7070818694694441	0.15217197	0.6430247	0.001908805692779169	0.4059985102784467	BC17086-12_Tumor	Basal	19	0.5940014897215533
Malignant cell	Exhausted_T	HMGB1	HAVCR2	0.45401326	0.0	0.06880255	0.36327639777184684	0.4589055569311436	0.04621151	0.65580165	0.0027588438572782926	0.4251608296021592	BC17086-12_Tumor	Basal	18	0.5748391703978408
Malignant cell	B_memory	MIF	CD74_CXCR4	0.8821836	0.0	0.16999441	0.22799130683842328	0.2571957527548936	0.023552295	0.7496793	0.07363997984292511	0.45599477348387035	BC17086-12_Tumor	Basal	34	0.5440052265161297
Malignant cell	Macrophage	COPA	CD74	2.7441678	0.0	3.1935325	0.3189010201796628	0.6140203135284686	0.21469007	0.91713107	0.2411435045229418	0.00031493382477914856	BC17086-24_Tumor	Basal	56	0.9996850661752209
Malignant cell	Macrophage	APP	CD74	2.7210212	0.0	2.9700904	0.3467503215322544	0.8099808204468955	0.3790583	0.9143326	0.023223667296684777	0.0009228971031240514	BC17086-24_Tumor	Basal	54	0.9990771028968759
Treg	Malignant cell	HLA-A	APLP2	1.2487468	0.0	0.71684706	0.6083520129029902	0.9445704398062857	0.38778886	0.8398321	0.020035662096861633	0.03567192447763747	BC17086-24_Tumor	Basal	28	0.9643280755223625
Macrophage	Malignant cell	C1QB	C1QBP	0.8593845	0.0	0.2925177	1.504660259925471	1.761947315433918	0.62060684	0.7700885	0.016663410550716795	0.16114917060738027	BC17086-24_Tumor	Basal	52	0.8388508293926198
Macrophage	Malignant cell	SPP1	ITGAV_ITGB1	0.76459754	0.0	0.34034124	1.4805066629960157	2.2988037940544026	0.28517535	0.7832186	0.0225842614012201	0.16299496386569334	BC17086-24_Tumor	Basal	14	0.8370050361343067
Macrophage	Malignant cell	CD14	ITGB1	0.75184906	0.0	0.51145494	1.6910410373445914	1.2220234626049868	0.66030556	0.81580466	0.011396837180406995	0.1723624573704403	BC17086-24_Tumor	Basal	37	0.8276375426295597
Malignant cell	Treg	CD59	CD2	0.91018194	0.0	0.26860914	0.7136631738523911	0.96551520945817	0.5720665	0.76245326	0.020035662096861633	0.1937719842993367	BC17086-24_Tumor	Basal	42	0.8062280157006633
Malignant cell	B_memory	MIF	CD74_CXCR4	2.8325348	0.0	7.409108	0.8497692334273277	0.9459041859237736	0.017602187	0.9602698	0.315568953799947	0.0002565253328361525	BC389_Tumor	LumA	34	0.9997434746671638
Malignant cell	NK	B2M	KLRD1	2.8054101	0.0	7.1557302	0.5030974325691894	0.9113961607902936	0.03920666	0.9596007	0.10575530631346064	0.0003756223589456121	BC389_Tumor	LumA	25	0.9996243776410544
Malignant cell	Fibroblast_Stromal	TIMP1	CD63	2.7418947	0.0	7.2752542	1.1394792913837006	1.4884475901715208	0.02629865	0.9599206	0.11442594523222421	0.0006067861350490779	BC389_Tumor	LumA	16	0.999393213864951
Fibroblast_Stromal	Malignant cell	TIMP1	CD63	2.5150485	0.0	6.010475	0.9788809246918336	1.674402137118445	0.021726714	0.95608115	0.19185373605499395	0.003424053857024647	BC389_Tumor	LumA	46	0.9965759461429754
Malignant cell	Exhausted_T	ZG16B	CXCR4	2.5458894	0.0	4.230131	1.7733597668308787	1.5656188656688008	0.119274735	0.9480864	0.009025379340958335	0.0059317996920215145	BC389_Tumor	LumA	12	0.9940682003079785
Malignant cell	Macrophage	TIMP1	CD63	2.403492	0.0	5.752972	0.8936920921019877	1.1154008614819337	0.020795893	0.95515263	0.21373473661349665	0.006453887904877166	BC389_Tumor	LumA	12	0.9935461120951228
Malignant cell	CD4_Tconv	ZG16B	CXCR4	2.3930523	0.0	3.9105744	1.6917268500118054	1.5178417574229672	0.11026435	0.94611895	0.011747399534757015	0.008186850847152429	BC389_Tumor	LumA	29	0.9918131491528476
Malignant cell	NK	ZG16B	CXCR4	2.3918214	0.0	3.908001	1.6910696095476667	1.455576974401719	0.11019179	0.94610226	0.011799824812863517	0.008224315991498737	BC389_Tumor	LumA	27	0.9917756840085012
Malignant cell	CD8_T	ZG16B	CXCR4	2.384754	0.0	3.893224	1.6872948660911793	1.5337316616586993	0.10977514	0.9460056	0.012090878087278545	0.00841289295880038	BC389_Tumor	LumA	24	0.9915871070411996
Malignant cell	B_memory	ZG16B	CXCR4	2.3308125	0.0	3.7804415	1.6584837683989373	1.243732876245005	0.10659508	0.9452498	0.01405253925368441	0.009467299578354	BC389_Tumor	LumA	22	0.990532700421646
Malignant cell	Dendritic_cell	APP	CD74	2.9751384	0.0	3.5727649	1.290712978712366	1.8034750197031109	0.024747668	0.9437693	0.10151418887617737	0.011802731540844463	BC389_Tumor	LumA	47	0.9881972684591556
Malignant cell	CD4_Tconv	TFF3	CXCR4	2.3256664	0.0	3.406435	1.1426566223262646	1.7224107465838294	0.08756181	0.9424908	0.029811048077061076	0.01356239311273677	BC389_Tumor	LumA	24	0.9864376068872632
Malignant cell	NK	TFF3	CXCR4	2.3244355	0.0	3.4041932	1.141999381862126	1.6601459635625813	0.087504186	0.942473	0.029906597659586497	0.013610302992252809	BC389_Tumor	LumA	20	0.9863896970077471
Malignant cell	CD8_T	TFF3	CXCR4	2.317368	0.0	3.3913214	1.1382246384056387	1.7383006508195615	0.08717332	0.9423702	0.030338998032243072	0.013802771163986538	BC389_Tumor	LumA	20	0.9861972288360135
Malignant cell	B_memory	TFF3	CXCR4	2.2634265	0.0	3.2930784	1.1094135407133963	1.4483018654058673	0.084648006	0.94156677	0.03217307094347786	0.015186756253598614	BC389_Tumor	LumA	18	0.9848132437464013
Malignant cell	B_memory	APP	CD74	2.7462447	0.0	3.262568	1.1520139467530208	1.4936977494985144	0.02259901	0.94131017	0.1727616941913473	0.0156452296516347	BC389_Tumor	LumA	34	0.9843547703483653
Mural	Malignant cell	TIMP1	CD63	2.1934395	0.0	4.7537527	0.742053522764292	1.0221295525472862	0.017183905	0.95088434	0.33320950402425464	0.01579952341534847	BC389_Tumor	LumA	32	0.9842004765846515
Malignant cell	Macrophage	APP	CD74	2.7274933	0.0	3.2371562	1.140651457301715	1.95761149675793	0.022422988	0.9410938	0.1771771060455489	0.01605830990238545	BC389_Tumor	LumA	54	0.9839416900976146
Malignant cell	Exhausted_T	MIF	CD74_CXCR4	2.1857786	0.0	4.758882	0.6974068719671459	0.515441903740818	0.010905757	0.95090955	0.4622388798811692	0.01626680508910968	BC389_Tumor	LumA	17	0.9837331949108903
Malignant cell	Treg	ZG16B	CXCR4	2.1306577	0.0	3.3619514	1.5515775581011721	1.151327192199283	0.09479514	0.94213355	0.022467249466748194	0.018926406692599665	BC389_Tumor	LumA	23	0.9810735933074003
Malignant cell	Dendritic_cell	B2M	CD1C	2.2298503	1.0	2.9532828	1.7602403457162952	0.2796351193196862	0.052223865	0.9384978	0.3039525100886725	0.021330785350051333	BC389_Tumor	LumA	11	0.9786692146499487
Malignant cell	Treg	MIF	CD74_CXCR4	2.075786	0.0	4.3081636	0.6307564513379391	0.5419341401052356	0.009872862	0.94853437	0.4071681910782562	0.02214279298388854	BC389_Tumor	LumA	26	0.9778572070161115
Malignant cell	Naive_T	ZG16B	CXCR4	2.0655131	0.0	3.2257452	1.5167829940111264	1.217399238230374	0.0909546	0.9409958	0.025365682292144323	0.022692247064691286	BC389_Tumor	LumA	22	0.9773077529353087
Malignant cell	Treg	TFF3	CXCR4	2.0632718	0.0	2.9285388	1.0025073304156313	1.3558961813601451	0.075277574	0.93825454	0.03217307094347786	0.022876840563901733	BC389_Tumor	LumA	19	0.9771231594360983
Malignant cell	Exhausted_T	MIF	CD44_CD74	2.0628061	0.0	4.2549744	0.873081741254627	1.1309681636460978	0.018506406	0.94823027	0.28073948806225235	0.023000301809950524	BC389_Tumor	LumA	14	0.9769996981900495
Malignant cell	Naive_T	TFF3	CXCR4	1.9981272	0.0	2.809892	0.9677127663255856	1.4219682273912362	0.072227776	0.93704563	0.03217307094347786	0.02772476944169263	BC389_Tumor	LumA	16	0.9722752305583073
Malignant cell	Dendritic_cell	PIP	CD4	2.630744	0.0	2.569672	2.1976837549446984	3.7906514174755395	0.20379148	0.93435764	0.0006290563957473351	0.030139639258863097	BC389_Tumor	LumA	10	0.9698603607411369
Fibroblast_Stromal	Malignant cell	COL1A2	CD44	2.0245223	0.0	2.521646	0.9469693880267906	2.2103944237715547	0.026735991	0.9337767	0.10926803919802236	0.03192353958534293	BC389_Tumor	LumA	57	0.9680764604146571
Fibroblast_Stromal	Malignant cell	COL1A1	CD44	1.9718118	0.0	2.440607	0.9082659931859867	2.4276531015866656	0.027039811	0.9327595	0.10731418953429937	0.03442814186620035	BC389_Tumor	LumA	56	0.9655718581337996
Malignant cell	CD8_T	MIF	CD44_CD74	1.8310027	0.0	3.3051093	0.6709019080876366	1.0223608170594987	0.014375103	0.94166696	0.33320950402425464	0.04663243008338677	BC389_Tumor	LumA	21	0.9533675699166132
Malignant cell	Treg	MIF	CD44_CD74	1.8239856	0.0	3.2763546	0.6647814091029514	0.9425407630735079	0.014250037	0.9414265	0.33320950402425464	0.04802786611449786	BC389_Tumor	LumA	21	0.9519721338855022
Malignant cell	Macrophage	RPS19	C5AR1	1.9755559	0.0	1.9986904	1.3510837357506875	0.5689005811794811	0.045940347	0.926218	0.03554876615139488	0.05492023169379197	BC389_Tumor	LumA	47	0.945079768306208
Malignant cell	NK	HLA-B	KLRD1	1.7816312	0.0	3.1423683	0.7446822792023904	0.8903963997165529	0.03088513	0.94026464	0.07228273433205973	0.05548283714652573	BC389_Tumor	LumA	28	0.9445171628534743
Malignant cell	Exhausted_T	CD59	CD2	1.7522777	0.0	3.0280023	0.808925950659902	0.9497139423369154	0.032830212	0.93921494	0.05937592461004934	0.061158116364334186	BC389_Tumor	LumA	29	0.9388418836356658
Malignant cell	Dendritic_cell	ZG16B	CXCR4	1.7330892	0.0	2.530703	1.3392299287301794	0.6381256259145278	0.07135687	0.9338874	0.03217307094347786	0.06505116897096175	BC389_Tumor	LumA	21	0.9349488310290383
Exhausted_T	Malignant cell	CCL5	SDC4	2.0890603	0.0	1.8320318	1.339221038815507	1.3792451923696487	0.11299401	0.92318726	0.010879170037280452	0.06596547611193665	BC389_Tumor	LumA	27	0.9340345238880634
Malignant cell	Dendritic_cell	COPA	CD74	2.7472668	0.0	1.1697785	1.1218442410156968	1.6274775177385645	0.012961923	0.90569395	0.22616669762695646	0.07162497943676197	BC389_Tumor	LumA	50	0.9283750205632381
Malignant cell	Macrophage	PIP	CD4	2.5414135	0.0	1.7269858	1.9592001437923658	3.801389804253264	0.13696106	0.9210673	0.0011258487774661262	0.07510894065694368	BC389_Tumor	LumA	10	0.9248910593430564
Malignant cell	Dendritic_cell	TFF3	CXCR4	1.6657033	0.0	2.2044523	0.7901597010446386	0.84269461507539	0.056665063	0.929497	0.03217307094347786	0.0779480822906791	BC389_Tumor	LumA	17	0.9220519177093209
NK	Malignant cell	CCL5	SDC4	1.9391501	0.0	1.6827842	1.2489063494667043	1.4182508901340347	0.103788875	0.92011964	0.015353789619028656	0.07938590498401138	BC389_Tumor	LumA	46	0.9206140950159887
CD8_T	Malignant cell	CCL5	SDC4	1.9033953	0.0	1.6471875	1.2273653232445485	1.4290822966093382	0.101593375	0.91933036	0.016403528011109725	0.082863528088992	BC389_Tumor	LumA	45	0.917136471911008
Fibroblast_Stromal	Malignant cell	SLIT2	GPC1	0.12578143	0.0	0.012738089	0.5494576825673733	0.25283492007757097	0.1446429	0.5005423	0.2927497202479884	0.08655716791259496	BC389_Tumor	LumA	10	0.9134428320874051
Malignant cell	Treg	CD59	CD2	1.5922747	0.0	2.5332143	0.6705309790168084	0.9200069245977698	0.02746562	0.93391806	0.10247208094749667	0.09490911035535196	BC389_Tumor	LumA	42	0.905090889644648
Malignant cell	Endothelial	LGALS3	ENG	1.5777867	0.0	2.4750755	1.4079852399201982	1.7598572422285916	0.077465095	0.933198	0.03217307094347786	0.09880357808956192	BC389_Tumor	LumA	47	0.901196421910438
Fibroblast_Stromal	Malignant cell	COL6A2	CD44	1.5670378	0.0	1.818293	0.9128410413825083	1.1921569374521501	0.02446285	0.9229199	0.1388860946772887	0.10052990388431467	BC389_Tumor	LumA	50	0.8994700961156853
Malignant cell	NK	CD59	CD2	1.5613804	0.0	2.4376779	0.6438087736426181	0.7601735044187499	0.026429791	0.93272185	0.11255780575797733	0.10239465146565141	BC389_Tumor	LumA	34	0.8976053485343486
Exhausted_T	Malignant cell	HLA-A	ERBB2	2.2055743	0.0	1.4568392	1.2832257018631668	0.8705820252704581	0.076719955	0.914658	0.03217307094347786	0.10490526660852768	BC389_Tumor	LumA	21	0.8950947333914723
Treg	Malignant cell	HLA-A	ERBB2	2.1032069	0.0	1.383222	1.1981294444721229	0.9479215129116183	0.07284313	0.9126123	0.03217307094347786	0.11575064175231112	BC389_Tumor	LumA	36	0.8842493582476889
Malignant cell	CD4_Tconv	CD59	CD2	1.5077529	0.0	2.271842	0.5974232382856424	0.7219033996860138	0.024631767	0.9304773	0.13708357352123976	0.11933903929692466	BC389_Tumor	LumA	39	0.8806609607030753
Fibroblast_Stromal	Malignant cell	COL1A1	DDR1	1.7932701	0.0	1.3069015	2.1017806088619873	3.438978982557951	0.51523477	0.9103224	5.221121449607723e-06	0.12942627224793216	BC389_Tumor	LumA	50	0.8705737277520679
Macrophage	Malignant cell	PSAP	AR	1.694095	0.0	1.300759	1.8881428064601917	2.149004994340234	0.14425825	0.91012996	0.00414452878887157	0.13053878245379463	BC389_Tumor	LumA	25	0.8694612175462053
NK	Malignant cell	HLA-A	ERBB2	1.985804	0.0	1.298792	1.1005347379460497	0.5791406248802897	0.068396874	0.91006804	0.03316674000632571	0.13137597462020117	BC389_Tumor	LumA	34	0.8686240253797988
CD8_T	Malignant cell	HLA-A	ERBB2	1.9321153	0.0	1.2601819	1.0559044299906253	0.6224005367355987	0.0663636	0.9088254	0.03217307094347786	0.13916165161578567	BC389_Tumor	LumA	32	0.8608383483842144
Fibroblast_Stromal	Malignant cell	COL6A1	CD44	1.4320028	0.0	1.6106852	0.9188647527900271	1.179461208256489	0.026416272	0.9184955	0.11294510107608542	0.13944852920198753	BC389_Tumor	LumA	45	0.8605514707980124
Malignant cell	Endothelial	FARP2	PLXNA2	0.15079558	0.0	0.014724629	0.5351346044212792	0.30428795634673284	0.07197318	0.5186492	0.21310973597420554	0.14148750595223658	BC389_Tumor	LumA	10	0.8585124940477634
Fibroblast_Stromal	Malignant cell	COL3A1	DDR1	1.7173228	0.0	1.2443763	2.136669201569163	3.233198413407569	0.57937694	0.9083011	4.045734572098736e-06	0.142766654165734	BC389_Tumor	LumA	50	0.857233345834266
CD4_Tconv	Malignant cell	HLA-A	ERBB2	1.8649296	0.0	1.2118655	1.0000548062432475	0.4690493256117432	0.06381916	0.90719265	0.07195033679396431	0.14995128464568389	BC389_Tumor	LumA	33	0.8500487153543161
Macrophage	Malignant cell	SPP1	CD44	1.3814445	0.0	1.5329549	1.2998575641757786	2.1456701106968445	0.037009347	0.9166248	0.039412325159842616	0.1578980880913819	BC389_Tumor	LumA	27	0.8421019119086182
Malignant cell	Endothelial	CALM1	AQP1	1.3805637	0.0	1.8276411	0.9352241723263561	1.359529135870621	0.05577843	0.92310214	0.03217307094347786	0.15835333258024398	BC389_Tumor	LumA	46	0.841646667419756
Fibroblast_Stromal	Malignant cell	LUM	ITGB1	1.6577078	0.0	1.1558636	1.0961875955869598	2.076843926157099	0.035056777	0.90518165	0.04791204239599658	0.16386131760777434	BC389_Tumor	LumA	56	0.8361386823922257
Endothelial	Malignant cell	HLA-A	ERBB2	1.7684397	0.0	1.142475	0.919843440972899	0.3008731042887731	0.06016493	0.9046805	0.21852977966089282	0.1674236641645131	BC389_Tumor	LumA	29	0.832576335835487
Fibroblast_Stromal	Malignant cell	COL6A3	CD44	1.3554775	0.0	1.4930325	0.9976280403642674	1.3089830498349577	0.04014036	0.9156109	0.03217307094347786	0.16945203437528472	BC389_Tumor	LumA	50	0.8305479656247152
Malignant cell	B_memory	COPA	CD74	2.518373	0.0	1.0682153	0.9831452090563517	1.317700247533968	0.011836535	0.90174305	0.33320950402425464	0.17204215597973996	BC389_Tumor	LumA	35	0.8279578440202601
Malignant cell	CD8_T	CD59	CD2	1.3421327	0.0	1.7596835	0.4541696618799573	0.5249288022095528	0.019078841	0.92174643	0.2640811111849465	0.17544251260986854	BC389_Tumor	LumA	38	0.8245574873901315
Malignant cell	Mural	LGALS3	MCAM	1.3348907	0.0	1.6504359	1.4095226799969744	1.3796632994834894	0.09858803	0.9194034	0.018675032048033155	0.17927284548594544	BC389_Tumor	LumA	39	0.8207271545140545
Malignant cell	Macrophage	COPA	CD74	2.4996216	0.0	1.059895	0.9717827196050458	1.7816139947933836	0.011744342	0.9013961	0.33320950402425464	0.18420278229179418	BC389_Tumor	LumA	56	0.8157972177082058
Malignant cell	Naive_T	CD59	CD2	1.3227137	0.0	1.699633	0.4373731990733617	0.5136364664645103	0.018427761	0.92048496	0.28444251456966513	0.18524853814702266	BC389_Tumor	LumA	25	0.8147514618529773
Dendritic_cell	Malignant cell	HBEGF	CD9	1.2813287	0.0	1.1950856	1.2804779427090218	1.1997880351303007	0.0749681	0.90660405	0.03217307094347786	0.20725622420610126	BC389_Tumor	LumA	23	0.7927437757938988
Mural	Malignant cell	S100A4	ERBB2	1.5532993	0.0	0.9877575	1.2258468615813503	0.8742949483688216	0.0932159	0.89821887	0.03217307094347786	0.21586933528711952	BC389_Tumor	LumA	28	0.7841306647128805
B_memory	Malignant cell	IL16	CD9	1.2654761	0.0	1.1332703	1.1314773226941046	1.3380094897138675	0.06098838	0.9043311	0.03217307094347786	0.2169130059182422	BC389_Tumor	LumA	16	0.7830869940817577
Malignant cell	Endothelial	ANXA2	ROBO4	1.3880677	0.0	0.98372096	1.1851138061421789	1.1842563400628738	0.13075703	0.89803153	0.01920985786255222	0.21708717272321998	BC389_Tumor	LumA	36	0.78291282727678
Fibroblast_Stromal	Malignant cell	FN1	CD44	1.2518066	0.0	1.3336452	0.6039297260660519	1.0344547161548783	0.016758142	0.91114587	0.35647229854460627	0.22569368651071997	BC389_Tumor	LumA	44	0.77430631348928
Dendritic_cell	Malignant cell	AREG	ERBB3	1.5799824	0.0	0.9458068	1.8186568166757073	1.8637550440604236	0.21676143	0.8962179	0.0006547038845480232	0.23192831112703238	BC389_Tumor	LumA	18	0.7680716888729676
Mural	Malignant cell	S100A4	ERBB3	1.5409008	0.0	0.91963965	1.2983416934561127	0.8414294676623024	0.09467341	0.89490587	0.03217307094347786	0.24260073054504933	BC389_Tumor	LumA	30	0.7573992694549507
Exhausted_T	Malignant cell	CCL5	SDC1	1.9650667	0.0	0.9193565	1.234163118405595	1.1539700698660416	0.12672907	0.8948914	0.022150295926126905	0.24278334079215824	BC389_Tumor	LumA	23	0.7572166592078418
Macrophage	Malignant cell	GRN	TNFRSF1A	1.3122481	0.0	0.89146274	1.3519880442371697	1.4955393270856245	0.033224612	0.8934335	0.056600789584931054	0.25459209124063675	BC389_Tumor	LumA	26	0.7454079087593632
Dendritic_cell	Malignant cell	PSAP	AR	1.2279774	0.0	0.88925326	1.4430940945147817	1.1178533483645396	0.09862097	0.8933153	0.02658896749031061	0.25552454603797786	BC389_Tumor	LumA	20	0.7444754539620222
NK	Malignant cell	S100A4	ERBB2	1.3907449	0.0	0.870857	1.1105809244972773	0.6800375898624087	0.08218385	0.8923151	0.03217307094347786	0.2617145780231446	BC389_Tumor	LumA	24	0.7382854219768554
Dendritic_cell	Malignant cell	S100A4	ERBB2	1.374514	0.0	0.85918456	1.0990712890957652	0.518188396096908	0.08108231	0.89166504	0.0511291133208691	0.2679663271730078	BC389_Tumor	LumA	32	0.7320336728269923
Treg	Malignant cell	LTB	TNFRSF1A	1.2699511	0.0	0.85754794	0.7060096629002935	1.0321087222021255	0.029767664	0.89157295	0.07995108767026919	0.2694911486608671	BC389_Tumor	LumA	33	0.7305088513391329
NK	Malignant cell	CCL5	SDC1	1.8151565	0.0	0.8444606	1.1438484290567923	1.1929757676304276	0.116405	0.8908273	0.01849891681625208	0.2756263758763874	BC389_Tumor	LumA	35	0.7243736241236126
CD8_T	Malignant cell	CCL5	SDC1	1.7794015	0.0	0.8265973	1.1223074028346367	1.203807174105731	0.11394263	0.8897833	0.017430893731268972	0.28357057919199435	BC389_Tumor	LumA	35	0.7164294208080056
Endothelial	Malignant cell	APP	TSPAN15	1.170095	0.0	1.2177888	1.7470311166487824	1.8979602748056839	0.20706415	0.90739775	0.0008114764917973722	0.2847409626339615	BC389_Tumor	LumA	18	0.7152590373660386
Fibroblast_Stromal	Malignant cell	COL1A2	SDC1	1.7650645	0.0	0.8194344	1.630185856609094	2.9408022918923167	0.26127726	0.8893558	0.00039262321067010553	0.28689181147098325	BC389_Tumor	LumA	46	0.7131081885290167
Malignant cell	Mural	LGALS3BP	ITGB1	1.1675016	0.0	0.9740966	0.772961341700295	0.8628884673985575	0.02981641	0.89758056	0.07971193708002862	0.2874795674691021	BC389_Tumor	LumA	26	0.7125204325308979
Treg	Malignant cell	S100A4	ERBB2	1.3115506	0.0	0.81390464	1.054424368075047	0.7301143532297836	0.07680918	0.88902223	0.03217307094347786	0.29022895788538305	BC389_Tumor	LumA	33	0.709771042114617
NK	Malignant cell	S100A4	ERBB3	1.3783464	0.0	0.81080085	1.1830757563720398	0.6471721091558895	0.08346887	0.8888336	0.03217307094347786	0.292199374623072	BC389_Tumor	LumA	27	0.707800625376928
Malignant cell	Endothelial	HMGB1	THBD	1.1604807	0.0	1.04698	0.6896914010778148	0.7655845059864129	0.033543162	0.9008499	0.054685385233878725	0.29239673421596896	BC389_Tumor	LumA	39	0.707603265784031
Dendritic_cell	Malignant cell	S100A4	ERBB3	1.3621155	0.0	0.7999334	1.1715661209705277	0.4853229153903889	0.0823501	0.8881652	0.0639053248961012	0.2963551070654565	BC389_Tumor	LumA	31	0.7036448929345436
CD4_Tconv	Malignant cell	S100A4	ERBB2	1.2833824	0.0	0.7936476	1.0344504582107015	0.6188299522442526	0.0748975	0.88777286	0.03217307094347786	0.30013572696871993	BC389_Tumor	LumA	27	0.6998642730312801
Fibroblast_Stromal	Malignant cell	COL1A1	SDC1	1.7123542	0.0	0.7931	1.5914824617682901	3.158060969707428	0.2642463	0.8877384	0.0005539233966043692	0.30033526553615947	BC389_Tumor	LumA	43	0.6996647344638405
Malignant cell	Macrophage	HMGB1	HAVCR2	1.1432226	0.0	0.98802733	0.7968732024017384	0.7294892124077784	0.028719008	0.8982314	0.08931452147000696	0.30473846970136254	BC389_Tumor	LumA	32	0.6952615302986375
Endothelial	Malignant cell	HBEGF	CD9	1.1739852	0.0	0.7765114	0.9940813250409126	1.1931657713163826	0.04871081	0.88668084	0.03217307094347786	0.3085622890409323	BC389_Tumor	LumA	16	0.6914377109590677
Dendritic_cell	Malignant cell	GRN	TNFRSF1A	1.1615825	0.0	0.7706552	1.148315009994231	0.9516672846495141	0.028722143	0.88629997	0.08924950043604893	0.31260827381670997	BC389_Tumor	LumA	20	0.68739172618329
Treg	Malignant cell	S100A4	ERBB3	1.2991521	0.0	0.757776	1.1269191999498096	0.6972488725232644	0.078010164	0.88544804	0.03217307094347786	0.318512906146115	BC389_Tumor	LumA	32	0.6814870938538851
Fibroblast_Stromal	Malignant cell	VCAN	CD44	1.1215644	0.0	1.133406	0.8142586705137664	0.9044716172924887	0.030668473	0.9043363	0.07334292851343037	0.32859093414343565	BC389_Tumor	LumA	43	0.6714090658565643
Malignant cell	Dendritic_cell	ANXA2	TLR2	1.3371104	0.0	0.74328876	1.6260754975748528	0.998184956746645	0.07377803	0.8844654	0.03217307094347786	0.32879794102505744	BC389_Tumor	LumA	16	0.6712020589749426
Malignant cell	Macrophage	ANXA2	TLR2	1.3370581	0.0	0.74304193	1.6256810449437387	1.041076064507629	0.073753536	0.8844484	0.03217307094347786	0.32900500037107905	BC389_Tumor	LumA	16	0.670994999628921
Malignant cell	Mural	ADAM15	ITGB1	1.1193744	0.0	0.80168873	0.8813043885713396	0.9687790568517898	0.048639122	0.8882741	0.03217307094347786	0.3304557519707009	BC389_Tumor	LumA	31	0.6695442480292991
CD4_Tconv	Malignant cell	S100A4	ERBB3	1.2709839	0.0	0.7389159	1.1069452900854642	0.5859644715377335	0.07606859	0.88416356	0.03217307094347786	0.3314936242615584	BC389_Tumor	LumA	28	0.6685063757384416
Malignant cell	Dendritic_cell	HMGB1	HAVCR2	1.1173075	0.0	0.89950365	0.7185285216506921	0.3685733980183741	0.02614589	0.89386016	0.14079781289845714	0.3329487710940314	BC389_Tumor	LumA	19	0.6670512289059686
Fibroblast_Stromal	Malignant cell	S100A4	ERBB2	1.1694533	0.0	0.71171576	0.9536638268300469	0.361936646023838	0.067165494	0.8822291	0.14759719199377672	0.35167179568493667	BC389_Tumor	LumA	22	0.6483282043150633
Macrophage	Malignant cell	APOE	LSR	1.0891535	0.0	0.75908947	2.062704489936405	1.8419592984320712	0.19626275	0.88553584	0.0010873922378868146	0.3651703053117623	BC389_Tumor	LumA	43	0.6348296946882377
Exhausted_T	Malignant cell	S100A4	ERBB2	1.130543	0.0	0.6837336	0.9260727427254344	0.5118551832518761	0.064524785	0.88012934	0.053835050675580774	0.36906384037641826	BC389_Tumor	LumA	17	0.6309361596235817
Macrophage	Malignant cell	S100A4	ERBB2	1.1278578	0.0	0.6818026	0.9241686709418802	0.525749133591525	0.06434255	0.87998	0.04922998432479267	0.3703652942785475	BC389_Tumor	LumA	24	0.6296347057214525
Fibroblast_Stromal	Malignant cell	COL6A2	ITGA2_ITGB1	1.2246234	0.0	0.19842815	1.3605884182553147	1.800810777902491	0.20333865	0.7982004	0.0029097851499714066	0.3754752198165506	BC389_Tumor	LumA	12	0.6245247801834495
