source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	donor_id	PAM50_subtype	n_donors	tensor_score
CD4_Tconv	Malignant cell	HLA-A	ERBB2	1.9295866	0.0	0.7780531	0.9017316388989738	1.5014054178418137	0.26108143	0.8763093	0.025704071745108588	0.13417734383334057	BIOKEY_22	LumA	33	0.8658226561666594
Fibroblast_Stromal	Malignant cell	COL6A1	CD44	1.3535073	0.0	0.777032	0.41873085745729355	1.9810403865574795	0.09853836	0.87623805	0.36009696051501416	0.1353615403810191	BIOKEY_22	LumA	45	0.8646384596189809
Fibroblast_Stromal	Malignant cell	COL6A3	CD44	1.3242986	0.0	0.7579647	0.4062995206616999	2.098887264961426	0.102859564	0.87488455	0.31298705220577655	0.14074788114656303	BIOKEY_22	LumA	50	0.859252118853437
Fibroblast_Stromal	Malignant cell	COL1A2	SDC1	1.9910426	0.0	0.5651322	0.36543629672901645	2.5696852133724413	0.13231646	0.85791343	0.187354708696452	0.17683169188964096	BIOKEY_22	LumA	46	0.823168308110359
CD4_Tconv	Malignant cell	S100A4	ERBB2	1.5466055	0.0	0.61458665	0.8242503233307106	1.391845499998051	0.3067018	0.8629501	0.025704071745108588	0.20602374389443895	BIOKEY_22	LumA	27	0.793976256105561
CD4_Tconv	Malignant cell	S100A4	ERBB3	1.5420642	0.0	0.5884309	0.8537781096043596	1.3852251758282144	0.37934524	0.860358	0.025704071745108588	0.22715887496366835	BIOKEY_22	LumA	28	0.7728411250363316
Endothelial	Malignant cell	HLA-A	ERBB2	1.4421266	0.0	0.56999236	0.5539353792285793	1.0849947515197713	0.19126512	0.85843456	0.05085474878536353	0.24300926677327686	BIOKEY_22	LumA	29	0.7569907332267232
Fibroblast_Stromal	Malignant cell	VCAN	CD44	1.0163364	0.0	0.5569271	0.34932265928628803	1.6421698341634559	0.09434711	0.85701966	0.3971041202209346	0.26009548703718277	BIOKEY_22	LumA	43	0.7399045129628172
Fibroblast_Stromal	Malignant cell	TIMP3	DDR1	1.0557424	0.0	0.54155487	0.49912942386903664	1.952602514219071	0.40239155	0.8552962	0.0687116035891979	0.2776643668787238	BIOKEY_22	LumA	32	0.7223356331212762
Malignant cell	Fibroblast_Stromal	APP	LRP1	0.9720141	0.0	0.7350089	0.265351610801288	0.9746455371763673	0.12895338	0.87319165	0.387187337024563	0.3125095826328078	BIOKEY_22	LumA	36	0.6874904173671922
Malignant cell	Fibroblast_Stromal	CALR	LRP1	0.96982706	0.0	0.7287536	0.28418329253691277	1.1180086768962614	0.11356226	0.8727177	0.3351877144456824	0.3176241654211274	BIOKEY_22	LumA	45	0.6823758345788726
Fibroblast_Stromal	Malignant cell	MDK	NCL	0.9650208	0.0	0.88458765	0.23848319243492758	0.8745678896228053	0.099743456	0.8830977	0.4805613915001169	0.3236335755011789	BIOKEY_22	LumA	40	0.6763664244988211
Malignant cell	Endothelial	CALM3	AQP1	1.0872141	0.0	0.48900008	1.1173277465059825	1.9205444852266869	0.1114947	0.8488639	0.2488228390067395	0.3305570466357536	BIOKEY_22	LumA	37	0.6694429533642464
Fibroblast_Stromal	Malignant cell	COL5A2	DDR1	0.9661249	0.0	0.48800838	0.5585465005275199	2.1452326572160314	0.6750815	0.8487336	0.04840014990889143	0.3314266025910857	BIOKEY_22	LumA	34	0.6685733974089143
Malignant cell	Fibroblast_Stromal	LTF	LRP1	0.9489499	0.0	0.6690425	0.5602253741558425	2.2478088522890562	0.5618685	0.86789346	0.04805688778805335	0.3428142796178858	BIOKEY_22	LumA	22	0.6571857203821142
Macrophage	Malignant cell	S100A4	ERBB2	1.1930754	0.0	0.46369073	0.5651842702018787	1.1877580534846308	0.2313991	0.8454231	0.04554027602097041	0.3561440056614858	BIOKEY_22	LumA	24	0.6438559943385143
Malignant cell	Fibroblast_Stromal	MIF	EGFR	1.2657903	0.0	0.46321544	0.23083064646985685	0.5916499886634332	0.16767101	0.8453561	0.4981232567814907	0.3570398486167219	BIOKEY_22	LumA	19	0.6429601513832781
CD4_Tconv	Malignant cell	CD40LG	CD9	0.93442446	0.0	0.84652096	1.5431143403225955	1.5968219728102588	0.35807407	0.880808	0.025704071745108588	0.3597326296387105	BIOKEY_22	LumA	23	0.6402673703612896
Fibroblast_Stromal	Malignant cell	FN1	SDC1	1.6298536	0.0	0.45867336	0.3010404919894361	2.0526560774389737	0.11410725	0.8447109	0.3012911174867125	0.3624334052934546	BIOKEY_22	LumA	32	0.6375665947065454
Macrophage	Malignant cell	S100A4	ERBB3	1.1885341	0.0	0.44395685	0.5947120564755277	1.181137729314794	0.2862068	0.84256	0.03800322539197139	0.3769716578120394	BIOKEY_22	LumA	28	0.6230283421879605
CD4_Tconv	Malignant cell	LTB	TNFRSF1A	1.3522776	0.0	0.43680978	1.844047438915087	1.4028844676561736	0.07644528	0.84148055	0.28602974429633393	0.38987557505838655	BIOKEY_22	LumA	19	0.6101244249416135
Endothelial	Malignant cell	APP	LRP10	0.90783423	0.0	0.5033381	0.23894171992499003	0.35291443006699597	0.08593422	0.85070837	0.4834556050036746	0.4001324634153901	BIOKEY_22	LumA	20	0.5998675365846099
Endothelial	Malignant cell	COL4A1	CD47	0.49261162	0.0	0.15628216	0.5546186567024673	0.7201194209007311	0.085397266	0.7604901	0.49319747747446097	0.4028591514842491	BIOKEY_22	LumA	28	0.5971408485157509
Malignant cell	Fibroblast_Stromal	MDK	LRP1	0.88728845	0.0	0.49268392	0.24483785813601275	0.8004468365801409	0.14339897	0.8493447	0.45232860866592706	0.43151365951125864	BIOKEY_22	LumA	39	0.5684863404887414
Malignant cell	CD4_Tconv	ZG16B	CXCR4	0.87435424	0.0	0.6350878	1.6740438861476137	1.916839112040962	0.7062674	0.86487895	0.007587706214862484	0.4568667488746716	BIOKEY_22	LumA	29	0.5431332511253284
Fibroblast_Stromal	Malignant cell	FN1	IL17RC	1.6149466	0.0	0.36588243	0.43389574331345004	2.605490112475629	0.17799309	0.8293026	0.11118231450432228	0.4669469956448572	BIOKEY_22	LumA	25	0.5330530043551428
Fibroblast_Stromal	Malignant cell	COL6A2	SDC1	1.4024898	0.0	0.39165887	0.34126195934366627	1.6826861025846105	0.13419756	0.8340674	0.22999327995468616	0.47173851281551904	BIOKEY_22	LumA	30	0.528261487184481
Macrophage	Malignant cell	APOE	LSR	1.1356958	0.0	0.17673428	0.8676490928480332	1.5103809507433912	0.109939516	0.7715106	0.2607833664543304	0.48434452719557863	BIOKEY_22	LumA	43	0.5156554728044214
Malignant cell	Endothelial	THBS1	ITGA6	0.46577024	0.0	0.12943815	0.6021803801896289	0.3369026254335934	0.13870801	0.742908	0.3539350156755047	0.48591959404316476	BIOKEY_22	LumA	11	0.5140804059568352
Malignant cell	Fibroblast_Stromal	MFGE8	PDGFRB	0.548725	0.0	0.17737278	0.22512183511538142	0.759845596314623	0.18163328	0.77182823	0.4385268693522936	0.48591959404316476	BIOKEY_22	LumA	16	0.5140804059568352
Malignant cell	Macrophage	APP	CD74	3.0351381	0.0	4.337265	1.0980564150293006	2.5159898151374924	0.036463927	0.93567663	0.12666003666018197	0.0018407014130748865	BIOKEY_24	LumA	54	0.9981592985869251
Treg	Malignant cell	HLA-A	APLP2	2.4113076	0.0	3.127797	0.8545276799166802	1.223552046112654	0.022406962	0.9251098	0.4344193380143595	0.006761546082464234	BIOKEY_24	LumA	28	0.9932384539175357
CD8_T	Malignant cell	HLA-A	APLP2	2.3763185	0.0	3.0737581	0.8286103970069336	1.2848255123807104	0.022019837	0.92450386	0.4542635301853265	0.007157238853649493	BIOKEY_24	LumA	23	0.9928427611463505
Fibroblast_Stromal	Malignant cell	TIMP1	CD63	2.0570626	0.0	3.736931	0.5500677211386112	1.1054787123349292	0.02344329	0.9310453	0.39630878371161776	0.008266256062316386	BIOKEY_24	LumA	46	0.9917337439376837
Malignant cell	Macrophage	COPA	CD74	2.8996623	0.0	2.916654	1.150404400219918	2.6661230299654104	0.048750993	0.9226524	0.052894850453906024	0.008739100634507398	BIOKEY_24	LumA	56	0.9912608993654926
NK	Malignant cell	HLA-A	APLP2	2.2369711	0.0	2.8585443	0.725392915938958	0.976628273083585	0.020478087	0.92193127	0.46440661327061605	0.009376827867024559	BIOKEY_24	LumA	22	0.9906231721329755
CD4_Tconv	Malignant cell	HLA-A	APLP2	2.1642191	0.0	2.7461834	0.6715044938789453	0.906732335425323	0.019673152	0.9204759	0.46440661327061605	0.010636688514325601	BIOKEY_24	LumA	19	0.9893633114856744
Malignant cell	CD4_Tconv	HMGB1	CXCR4	1.9578005	0.0	3.8214898	0.9539189422703178	1.1872788471803697	0.02800302	0.93176	0.26258651152223406	0.01258312737550885	BIOKEY_24	LumA	36	0.9874168726244912
Mural	Malignant cell	TIMP1	CD63	1.942154	0.0	3.4258044	0.46219369658344794	0.2666858947918729	0.021491464	0.92820203	0.48353040666500147	0.01338804657207467	BIOKEY_24	LumA	32	0.9866119534279253
Malignant cell	Endothelial	LGALS3	ENG	1.9338655	0.0	3.5739837	1.849425623828602	2.101387456939742	0.10650643	0.9296003	0.03373500854898747	0.013845700308032557	BIOKEY_24	LumA	47	0.9861542996919674
Mast	Malignant cell	S100A4	ERBB3	2.0394158	0.0	2.4648438	1.1057854841605521	1.6675924900355028	0.13285102	0.9164291	0.04886780884646201	0.015070544423975915	BIOKEY_24	LumA	12	0.9849294555760241
Malignant cell	CD4_Tconv	TFF3	CXCR4	1.8935502	0.0	3.5561352	1.2392291101125026	2.9737209243081884	0.19349696	0.92943627	0.021541355360058724	0.01550625975314867	BIOKEY_24	LumA	24	0.9844937402468513
Treg	Malignant cell	S100A4	ERBB3	2.0195081	0.0	2.4354703	1.0922342731771906	1.635575741730681	0.13126785	0.91596884	0.05270402830095403	0.015997450398168005	BIOKEY_24	LumA	32	0.984002549601832
Malignant cell	CD8_T	MIF	CD74_CXCR4	1.868619	0.0	3.4243293	0.890468068435474	1.5104405824170248	0.033720527	0.92818767	0.1597210324876248	0.01684950100415286	BIOKEY_24	LumA	23	0.9831504989958472
Treg	Malignant cell	HLA-A	ERBB2	2.3025482	0.0	2.2467592	0.9940189337089117	1.4211072052337004	0.08221836	0.9128125	0.05275165790396557	0.01953381936692977	BIOKEY_24	LumA	36	0.9804661806330702
Fibroblast_Stromal	Malignant cell	COL1A1	DDR1	2.3198557	0.0	2.2434893	1.4020212427192915	3.722731455064933	0.46163595	0.91275454	0.005802246242321188	0.01964299068090765	BIOKEY_24	LumA	50	0.9803570093190923
Malignant cell	CD8_T	HLA-C	CD8A	1.8115067	0.0	3.275316	0.8489334771383821	0.8001450287583141	0.030087978	0.9266907	0.21953662987284278	0.020582799983291683	BIOKEY_24	LumA	21	0.9794172000167083
CD8_T	Malignant cell	HLA-A	ERBB2	2.2675588	0.0	2.207942	0.9681016507991651	1.482380671501757	0.08079788	0.91211647	0.05275165790396557	0.020582799983291683	BIOKEY_24	LumA	32	0.9794172000167083
Mural	Malignant cell	S100A4	ERBB3	1.8541586	0.0	2.1915023	0.9796821901167667	1.5076983142709284	0.11811837	0.9118165	0.05275165790396557	0.021088921638245398	BIOKEY_24	LumA	30	0.9789110783617546
CD4_Tconv	Malignant cell	S100A4	ERBB3	1.7839267	0.0	2.0878773	0.9318759858466378	1.374676608180041	0.11253313	0.9098495	0.05275165790396557	0.02553635478963657	BIOKEY_24	LumA	28	0.9744636452103634
NK	Malignant cell	HLA-A	ERBB2	2.1282115	0.0	2.0533497	0.8648841697311895	1.1741834322046314	0.0751407	0.9091633	0.05275165790396557	0.026791267384961324	BIOKEY_24	LumA	34	0.9732087326150387
Fibroblast_Stromal	Malignant cell	COL3A1	DDR1	2.131475	0.0	2.036893	1.3867525885310472	3.356949642137008	0.44440043	0.90883046	0.0067711056031447125	0.02723730663377874	BIOKEY_24	LumA	50	0.9727626933662212
Malignant cell	CD8_T	HMGB1	CXCR4	1.7297924	0.0	2.9775882	0.7068795906098259	0.9808762778910524	0.021819098	0.923387	0.46440661327061605	0.027493772833335182	BIOKEY_24	LumA	19	0.9725062271666648
Malignant cell	CD4_Tconv	ZG16B	CXCR4	1.7164246	0.0	2.8246043	1.2982767691925026	2.390799631851342	0.23980056	0.9215004	0.013773826395984304	0.02859659937171803	BIOKEY_24	LumA	29	0.971403400628282
NK	Malignant cell	S100A4	ERBB3	1.7244587	0.0	2.000134	0.8913967320586899	1.2941112118521225	0.10780391	0.9080732	0.05275165790396557	0.029255022930845545	BIOKEY_24	LumA	27	0.9707449770691544
CD4_Tconv	Malignant cell	HLA-A	ERBB2	2.0554595	0.0	1.9726386	0.8109957476711768	1.1042874945463694	0.07218713	0.90749377	0.05275165790396557	0.030256101425028954	BIOKEY_24	LumA	33	0.969743898574971
Fibroblast_Stromal	Malignant cell	COL1A1	CD44	2.2790186	0.0	1.9093313	0.9716308623889711	2.7209683892407783	0.026823167	0.90611553	0.18162022382948662	0.03258477001550655	BIOKEY_24	LumA	56	0.9674152299844935
Malignant cell	Fibroblast_Stromal	LTF	LRP1	1.6692075	0.0	2.703924	1.174069291331711	3.1220862974487185	0.26649836	0.9199065	0.03249066834532756	0.032934170714831054	BIOKEY_24	LumA	22	0.9670658292851689
Malignant cell	CD8_T	TFF3	CXCR4	1.6655419	0.0	2.7708318	0.9921897584520107	2.7673183550188707	0.15076692	0.92080235	0.05275165790396557	0.03321497334030194	BIOKEY_24	LumA	20	0.966785026659698
Malignant cell	NK	MIF	CD74_CXCR4	1.6605875	0.0	2.5388443	0.665073088219339	1.1461596977095283	0.025000857	0.91755486	0.3442553924623924	0.03392195092672968	BIOKEY_24	LumA	17	0.9660780490732703
Mast	Malignant cell	S100A4	ERBB2	1.9478991	0.0	1.8533107	1.0325142307269903	1.4698203570012613	0.09020022	0.9048411	0.05275165790396557	0.03674690094745392	BIOKEY_24	LumA	11	0.9632530990525461
Naive_T	Malignant cell	HLA-A	ERBB2	1.9460148	0.0	1.8512201	0.7299275387854562	0.9196754085001372	0.06774392	0.90479255	0.05275165790396557	0.036894672797793925	BIOKEY_24	LumA	19	0.9631053272022061
Fibroblast_Stromal	Malignant cell	LGALS1	ITGB1	2.057167	0.0	1.8408179	0.6534232990280046	0.8417872876179716	0.0117130745	0.90454954	0.4918677178557971	0.03786203041862293	BIOKEY_24	LumA	27	0.9621379695813771
Malignant cell	CD8_T	HLA-C	CD8B	1.627588	0.0	2.5799181	0.8382737162827243	0.6380389732744367	0.035444375	0.9181599	0.1379897196111378	0.03801191630212141	BIOKEY_24	LumA	14	0.9619880836978786
Treg	Malignant cell	S100A4	ERBB2	1.9279913	0.0	1.8312249	1.0189630197436286	1.4378036086964396	0.08912531	0.90432376	0.05275165790396557	0.03838785405923527	BIOKEY_24	LumA	33	0.9616121459407647
Malignant cell	Mural	AZGP1	ITGAV	1.8486435	0.0	1.822498	0.8264937916660948	2.5656699621201593	0.16393748	0.9041169	0.05275165790396557	0.03922109657058297	BIOKEY_24	LumA	20	0.9607789034294171
Fibroblast_Stromal	Malignant cell	LUM	ITGB1	2.034502	0.0	1.8176614	1.032515267804634	2.2367399116468296	0.042252313	0.90400165	0.08305462524752619	0.039526201337220776	BIOKEY_24	LumA	56	0.9604737986627793
Fibroblast_Stromal	Malignant cell	COL1A2	CD44	2.1742508	0.0	1.8115466	0.9669235966078422	2.4784974495758103	0.026073718	0.9038553	0.27924237735656193	0.04013977762651725	BIOKEY_24	LumA	57	0.9598602223734828
Malignant cell	CD8_T	HLA-B	CD8A	1.5956651	0.0	2.5274208	0.7400116913122674	0.26304977137917485	0.021651778	0.91738415	0.4833101821736484	0.041771730205380816	BIOKEY_24	LumA	15	0.9582282697946192
Naive_T	Malignant cell	S100A4	ERBB3	1.5919769	0.0	1.8046612	0.8012172597017249	1.1006417172814524	0.09726826	0.90368974	0.05275165790396557	0.042480577566639165	BIOKEY_24	LumA	18	0.9575194224333609
Mural	Malignant cell	LAMB2	RPSA	1.5858462	0.0	2.0757625	0.512792202343901	0.3740387127132643	0.030259255	0.90961057	0.2737686431444926	0.04327480395880919	BIOKEY_24	LumA	29	0.9567251960411908
Malignant cell	Mural	LGALS3	MCAM	1.5815997	0.0	2.4984345	2.186263359366004	1.66092913004138	0.11496549	0.916946	0.03669527583143357	0.04367453345435446	BIOKEY_24	LumA	39	0.9563254665456455
Malignant cell	Treg	MIF	CD74_CXCR4	1.5773792	0.0	2.1846688	0.5749198325998754	1.0810154464575703	0.021513173	0.91169083	0.48177071634609125	0.044560052139805954	BIOKEY_24	LumA	26	0.955439947860194
Macrophage	Malignant cell	PSAP	AR	1.5710194	0.0	1.9853665	0.8330846308549154	1.800937912165712	0.14690976	0.9077634	0.05275165790396557	0.04586308148077713	BIOKEY_24	LumA	25	0.9541369185192229
Fibroblast_Stromal	Malignant cell	COL1A1	SDC1	2.2558537	0.0	1.7197784	1.2156619568580673	3.453838518128112	0.23384985	0.9015727	0.024792184078659553	0.046851995514005276	BIOKEY_24	LumA	43	0.9531480044859947
Endothelial	Malignant cell	HLA-A	ERBB2	1.8198248	0.0	1.7112248	0.6364562634917432	0.7747160139469057	0.06262091	0.9013513	0.06436680356364324	0.0472669761665979	BIOKEY_24	LumA	29	0.9527330238334021
CD8_T	Malignant cell	CCL5	SDC4	2.0360613	0.0	1.7041177	1.4346529131981363	2.0652218219646707	0.26575133	0.9011661	0.004806967791254089	0.04760021003086236	BIOKEY_24	LumA	45	0.9523997899691377
Malignant cell	CD8_T	HLA-A	CD8A	1.5580971	0.0	2.3972468	0.758786115448392	0.31521321266691027	0.02163001	0.91535807	0.47326090675127724	0.048102136891789896	BIOKEY_24	LumA	14	0.9518978631082101
Malignant cell	Mural	LGALS3BP	ITGB1	1.5510415	0.0	1.9188961	1.0146138489612404	1.1595241031571069	0.04644109	0.90632784	0.06117559143791471	0.04902877406937842	BIOKEY_24	LumA	26	0.9509712259306216
Malignant cell	Mural	ADAM15	ITGB1	1.545525	0.0	1.8940849	1.1412362581272726	1.5301108291794567	0.068082646	0.90577394	0.05275165790396557	0.05030579764396639	BIOKEY_24	LumA	31	0.9496942023560336
Malignant cell	Mast	PKM	CD44	1.5437871	0.0	2.3822792	0.6539714397106111	1.1184823682206655	0.021040894	0.9151151	0.49136251533937503	0.05099320138388193	BIOKEY_24	LumA	11	0.949006798616118
Mural	Malignant cell	S100A4	ERBB2	1.7626419	0.0	1.6477859	0.9064109366832047	1.309926181236687	0.08019737	0.899659	0.05275165790396557	0.05125210789165249	BIOKEY_24	LumA	28	0.9487478921083475
Malignant cell	Fibroblast_Stromal	AZGP1	ITGAV	1.8202714	0.0	1.645934	0.7648474718995835	2.596741943512214	0.14805518	0.8996082	0.05275165790396557	0.05133855044237369	BIOKEY_24	LumA	26	0.9486614495576263
NK	Malignant cell	CCL5	SDC4	1.9622678	0.0	1.6342272	1.3784425296712617	1.956074044657349	0.25485215	0.89928544	0.007431083588552986	0.05194554858980134	BIOKEY_24	LumA	46	0.9480544514101986
Fibroblast_Stromal	Malignant cell	COL1A2	SDC1	2.1510859	0.0	1.6317015	1.2109546910769384	3.211367578463144	0.22731599	0.89921534	0.02536279295484569	0.05238117800043174	BIOKEY_24	LumA	46	0.9476188219995683
Mural	Malignant cell	HLA-A	ERBB2	1.7135359	0.0	1.5933075	0.5577261195011758	0.5684462816385204	0.05830582	0.89813125	0.11099174109987504	0.05556812087256156	BIOKEY_24	LumA	14	0.9444318791274384
CD4_Tconv	Malignant cell	S100A4	ERBB2	1.6924099	0.0	1.5698702	0.8586047324130758	1.1769044751457995	0.076405235	0.89745134	0.05275165790396557	0.057833187777587614	BIOKEY_24	LumA	27	0.9421668122224124
Fibroblast_Stromal	Malignant cell	DCN	ERBB4	1.9184885	0.0	1.5501581	1.439269970806351	3.0832362679668157	0.69641703	0.8968684	0.0008127463280108508	0.060794274216258805	BIOKEY_24	LumA	21	0.9392057257837412
Malignant cell	CD8_T	ZG16B	CXCR4	1.4884164	0.0	2.2008455	1.0512374175320107	2.1843970625620246	0.18684527	0.91198736	0.05275165790396557	0.062395450868368924	BIOKEY_24	LumA	24	0.937604549131631
CD8_T	Malignant cell	CCL5	SDC1	2.009456	0.0	1.5126349	1.2881326013620682	1.8489476561475593	0.14351909	0.89572966	0.01613682515973521	0.06401607173694263	BIOKEY_24	LumA	35	0.9359839282630573
NK	Malignant cell	S100A4	ERBB2	1.6329418	0.0	1.5038962	0.8181254786251279	1.096339078817881	0.073194295	0.89545876	0.05275165790396557	0.06488189814537693	BIOKEY_24	LumA	24	0.9351181018546231
NK	Malignant cell	CCL5	SDC1	1.9356624	0.0	1.4505976	1.2319222178351936	1.7397998788402376	0.13763298	0.89375776	0.02251624593928333	0.07059139465496353	BIOKEY_24	LumA	35	0.9294086053450364
Malignant cell	NK	TFF3	CXCR4	1.4575105	0.0	2.0543325	0.7667947782358755	2.403037470311374	0.111780636	0.909183	0.05275165790396557	0.07099340329671458	BIOKEY_24	LumA	20	0.9290065967032854
Macrophage	Malignant cell	C1QB	C1QBP	1.4637196	0.0	1.4407368	1.2592948154924508	2.2276563218095236	0.11355543	0.89343345	0.038598269913860686	0.07180060159264583	BIOKEY_24	LumA	52	0.9281993984073542
Naive_T	Malignant cell	S100A4	ERBB2	1.5004601	0.0	1.3569207	0.7279460062681629	0.9028695842472109	0.06604103	0.8905464	0.05275165790396557	0.08095817715688369	BIOKEY_24	LumA	15	0.9190418228431163
Malignant cell	Endothelial	CALM1	AQP1	1.4176023	0.0	1.7014697	1.619687605254168	1.0925261663869272	0.046465777	0.9010968	0.061035534813608225	0.08321844354080575	BIOKEY_24	LumA	46	0.9167815564591942
Fibroblast_Stromal	Malignant cell	LAMA2	RPSA	1.4216073	0.0	1.3371712	0.7367842050997568	0.4438588494924216	0.06816665	0.88982975	0.19040843103602398	0.08321844354080575	BIOKEY_24	LumA	25	0.9167815564591942
Endothelial	Malignant cell	APP	TSPAN15	1.4128454	0.0	1.7653283	1.0607164890974783	1.680473372017762	0.19072913	0.90272653	0.05275165790396557	0.08452290792616128	BIOKEY_24	LumA	18	0.9154770920738388
CD4_Tconv	Malignant cell	CD40LG	CD9	1.3872187	0.0	1.5677344	1.291079858135082	1.724554738475795	0.12051257	0.8973887	0.03092743253534997	0.09243152141350182	BIOKEY_24	LumA	23	0.9075684785864981
Malignant cell	CD4_Tconv	S100A8	CD69	1.4296126	0.0	1.2667481	1.0938200082258696	2.3157609427045185	0.09532497	0.8871497	0.05275165790396557	0.09265899103602476	BIOKEY_24	LumA	11	0.9073410089639753
Malignant cell	Treg	MIF	TNFRSF14	1.3857296	0.0	1.3689125	0.5541902183824814	0.9663614768771636	0.027103454	0.89097446	0.2845634559223985	0.09334295014855211	BIOKEY_24	LumA	27	0.9066570498514479
CD8_T	Malignant cell	IL16	CD9	1.3849918	0.0	1.5588963	0.8588908153405032	1.5358095560983656	0.055299625	0.8971281	0.05275165790396557	0.09345717168308859	BIOKEY_24	LumA	19	0.9065428283169115
Fibroblast_Stromal	Malignant cell	MDK	NCL	1.3810503	0.0	1.7814618	0.5309907282159535	0.7705567557649791	0.046056826	0.9031252	0.13508881576148005	0.095408671366775	BIOKEY_24	LumA	40	0.904591328633225
Malignant cell	Macrophage	RPS19	C5AR1	1.8285992	0.0	1.2481238	0.6136056363231025	0.3132280117278852	0.08104307	0.8864061	0.382269130118633	0.0955240305986107	BIOKEY_24	LumA	47	0.9044759694013893
Endothelial	Malignant cell	APP	LRP10	1.3783889	0.0	1.6348578	0.8944273814039042	1.1729510760012438	0.057964265	0.8993029	0.05275165790396557	0.09679730652894747	BIOKEY_24	LumA	20	0.9032026934710525
Endothelial	Malignant cell	HSPG2	ITGB1	1.4637909	0.0	1.234574	1.4357584261852345	1.3354518549578254	0.03641347	0.88585544	0.1273064661571864	0.09819511324099162	BIOKEY_24	LumA	41	0.9018048867590084
Malignant cell	Treg	TFF3	CXCR4	1.3743024	0.0	1.7677476	0.6766415226164121	2.3378932190594166	0.09618695	0.9027867	0.05275165790396557	0.09854599251936716	BIOKEY_24	LumA	19	0.9014540074806329
Macrophage	Malignant cell	S100A4	ERBB3	1.3731873	0.0	1.4818436	0.6522888827090452	1.1962513350613908	0.07986892	0.8947653	0.0578352764086054	0.09913205736304559	BIOKEY_24	LumA	28	0.9008679426369544
Fibroblast_Stromal	Malignant cell	COL6A2	CD44	1.5516701	0.0	1.2304626	0.900469396497634	1.4816087621220846	0.022344803	0.8856867	0.4378850937109848	0.09936693810492075	BIOKEY_24	LumA	50	0.9006330618950793
Malignant cell	Fibroblast_Stromal	CALR	LRP1	1.3697982	0.0	1.8761915	0.9605999491531119	1.215777289222526	0.07420411	0.9053681	0.05275165790396557	0.10137361096857753	BIOKEY_24	LumA	45	0.8986263890314224
Fibroblast_Stromal	Malignant cell	FN1	CD44	1.5130622	0.0	1.1944281	0.7789439667782079	1.724495803883096	0.019730436	0.8841734	0.46440661327061605	0.10568330564081352	BIOKEY_24	LumA	44	0.8943166943591865
Fibroblast_Stromal	Malignant cell	COL6A3	CD44	1.4609616	0.0	1.1458	0.9333832412551879	1.575545419621027	0.031060584	0.882028	0.1992068592065629	0.11442134672853609	BIOKEY_24	LumA	50	0.8855786532714639
CD4_Tconv	Malignant cell	IL16	CD9	1.3422344	0.0	1.3891996	0.7823239057582483	1.3418043796330625	0.049279876	0.8916869	0.05275165790396557	0.11442134672853609	BIOKEY_24	LumA	22	0.8855786532714639
NK	Malignant cell	IL16	CD9	1.3411894	0.0	1.3850524	0.7804526285710435	1.389401503063715	0.049132757	0.89154243	0.05275165790396557	0.11542561100519289	BIOKEY_24	LumA	20	0.8845743889948071
Naive_T	Malignant cell	CD40LG	CD9	1.336194	0.0	1.3652263	1.1533548113517995	1.4825769716944088	0.10494566	0.8908434	0.05101909837590825	0.11782663113336651	BIOKEY_24	LumA	15	0.8821733688666334
Fibroblast_Stromal	Malignant cell	PSAP	AR	1.335348	0.0	1.5723629	0.6129130477985273	1.0778129655869346	0.116349034	0.89752436	0.07627891384055506	0.11846218024773732	BIOKEY_24	LumA	19	0.8815378197522626
Endothelial	Malignant cell	VWF	ITGB1	1.3545408	0.0	1.1229547	1.6939205579712446	1.4848695556715201	0.05163392	0.88097614	0.05275165790396557	0.11909928724165902	BIOKEY_24	LumA	46	0.880900712758341
Naive_T	Malignant cell	IL16	CD9	1.3308246	0.0	1.3439159	0.7618918065948075	1.30843752032964	0.0476735	0.8900761	0.05650297806373307	0.12012186043675784	BIOKEY_24	LumA	16	0.8798781395632421
Fibroblast_Stromal	Malignant cell	COL6A2	SDC1	1.5285051	0.0	1.1083058	1.1445004909667302	2.214478891009419	0.19480656	0.880286	0.03854457860746396	0.12373188109809888	BIOKEY_24	LumA	30	0.8762681189019011
Malignant cell	Fibroblast_Stromal	PSAP	LRP1	1.3123772	0.0	1.7174481	0.8724281173690318	0.7412288614929705	0.06657752	0.90151256	0.05275165790396557	0.13082955981774225	BIOKEY_24	LumA	37	0.8691704401822578
Fibroblast_Stromal	Malignant cell	FN1	SDC1	1.4898973	0.0	1.0758487	1.022975061247304	2.45736593277043	0.17201397	0.878711	0.05275165790396557	0.13136239426205043	BIOKEY_24	LumA	32	0.8686376057379496
Naive_T	Malignant cell	LTB	TNFRSF1A	1.5560305	0.0	1.0734591	1.3901580243663236	1.4497544140942362	0.025704406	0.8785925	0.23867765191631501	0.13216343630140734	BIOKEY_24	LumA	14	0.8678365636985926
Malignant cell	Mural	PDAP1	PDGFRB	1.3042159	0.0	1.2943215	1.7934530864760525	1.7151752021021553	0.1322794	0.8882231	0.02146751154847805	0.13417561146384666	BIOKEY_24	LumA	34	0.8658243885361534
