run_name,MIN_CELL,EXPR_PROP,MIN_DONORS,n_rows_liana_res,n_rows_liana_res_filt,n_unique_lr_pairs_filt,n_unique_ccc_lr_filt
mincell_20__exprprop_0p1__mindonors_13,20,0.1,13,1130591,639688,1311,19996
