run_name,MIN_CELL,EXPR_PROP,MIN_DONORS,n_rows_liana_res,n_rows_liana_res_filt,n_unique_lr_pairs_filt,n_unique_ccc_lr_filt
mincell_30__exprprop_0p1__mindonors_15,30,0.1,15,1006110,428010,1135,13070
