run_name,MIN_CELL,EXPR_PROP,MIN_DONORS,n_rows_liana_res,n_rows_liana_res_filt,n_unique_lr_pairs_filt,n_unique_ccc_lr_filt
mincell_30__exprprop_0p05__mindonors_13,30,0.05,13,1841969,1016761,1696,32745
